2018-01-06 12:08:12,995 : INFO : There are 24 queries and 27 DMAs
2018-01-06 12:08:12,996 : INFO : ================= crawling 0/27th zone: 747.=============================
2018-01-06 12:08:13,010 : DEBUG : Starting new HTTPS connection (1): trends.google.com
2018-01-06 12:08:15,352 : DEBUG : https://trends.google.com:443 "GET /trends/api/explore?property=&req=%7B%22comparisonItem%22%3A+%5B%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22anxiety%22%2C+%22time%22%3A+%22today+5-y%22%7D%2C+%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22closing%22%2C+%22time%22%3A+%22today+5-y%22%7D%2C+%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22entrepreneur%22%2C+%22time%22%3A+%22today+5-y%22%7D%2C+%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22home%22%2C+%22time%22%3A+%22today+5-y%22%7D%5D%2C+%22category%22%3A+0%7D&tz=360&hl=en-US HTTP/1.1" 200 None
2018-01-06 12:08:15,720 : INFO : ****************** sleep for a while!!! *******************
2018-01-06 12:08:23,729 : DEBUG : Starting new HTTPS connection (1): trends.google.com
2018-01-06 12:08:26,774 : DEBUG : https://trends.google.com:443 "GET /trends/api/widgetdata/multiline?token=APP6_UEAAAAAWlGdL8XmOkHw6C2ky7AprPGJC6WQIN3Z&req=%7B%22locale%22%3A+%22en-US%22%2C+%22comparisonItem%22%3A+%5B%7B%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22anxiety%22%7D%5D%7D%2C+%22geo%22%3A+%7B%22dma%22%3A+%22747%22%7D%7D%2C+%7B%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22closing%22%7D%5D%7D%2C+%22geo%22%3A+%7B%22dma%22%3A+%22747%22%7D%7D%2C+%7B%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22entrepreneur%22%7D%5D%7D%2C+%22geo%22%3A+%7B%22dma%22%3A+%22747%22%7D%7D%2C+%7B%22complexKeywordsRestriction%22%3A+%7B%22keyword%22%3A+%5B%7B%22type%22%3A+%22BROAD%22%2C+%22value%22%3A+%22home%22%7D%5D%7D%2C+%22geo%22%3A+%7B%22dma%22%3A+%22747%22%7D%7D%5D%2C+%22resolution%22%3A+%22WEEK%22%2C+%22requestOptions%22%3A+%7B%22category%22%3A+0%2C+%22backend%22%3A+%22IZG%22%7D%2C+%22time%22%3A+%222013-01-06+2018-01-06%22%7D&tz=360 HTTP/1.1" 200 None
2018-01-06 12:08:26,901 : INFO : crawling aera 747, saved to Result/747_0.csv.
2018-01-06 12:08:26,901 : INFO : ****************** sleep for a while!!! *******************
2018-01-06 12:08:28,909 : DEBUG : Starting new HTTPS connection (1): trends.google.com
2018-01-06 12:08:30,509 : DEBUG : https://trends.google.com:443 "GET /trends/api/explore?property=&req=%7B%22comparisonItem%22%3A+%5B%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22startup%22%2C+%22time%22%3A+%22today+5-y%22%7D%2C+%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22bankruptcy%22%2C+%22time%22%3A+%22today+5-y%22%7D%2C+%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22compensation%22%2C+%22time%22%3A+%22today+5-y%22%7D%2C+%7B%22geo%22%3A+%22747%22%2C+%22keyword%22%3A+%22fired%22%2C+%22time%22%3A+%22today+5-y%22%7D%5D%2C+%22category%22%3A+0%7D&tz=360&hl=en-US HTTP/1.1" 200 None
2018-01-06 12:08:30,977 : INFO : ****************** sleep for a while!!! *******************
